Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023


	=SUBTOTAL(109,B6:B5859)																					
5332	1	sp|Q9JM52|MINK1_MOUSE	 	 	sp|P97820|M4K4_MOUSE, sp|Q9JM52|MINK1_MOUSE	 	7.5	1308	147293	Misshapen-like kinase 1 OS=Mus musculus OX=10090 GN=Mink1 PE=1 SV=3	14	3	0.214	6	4	4	1	1	1	2.000	1.500	1.429
5333	1	sp|Q9JM76|ARPC3_MOUSE	 	 	 	 	50.0	178	20524	Actin-related protein 2/3 complex subunit 3 OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=3	42	42	1.000	18	13	11	18	13	11	18.000	13.000	11.000
5334	1	sp|Q9JM83|CALM4_MOUSE	 	 	 	 	27.7	148	16767	Calmodulin-4 OS=Mus musculus OX=10090 GN=Calm4 PE=2 SV=2	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000
5335	1	sp|Q9JM96|BORG4_MOUSE	 	 	 	 	39.0	349	37869	Cdc42 effector protein 4 OS=Mus musculus OX=10090 GN=Cdc42ep4 PE=1 SV=1	20	20	1.000	8	6	6	8	6	6	8.000	6.000	6.000
5336	1	sp|Q9JM98|WRP73_MOUSE	 	 	 	 	6.5	462	52052	WD repeat-containing protein WRAP73 OS=Mus musculus OX=10090 GN=Wrap73 PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
5337	1	sp|Q9JMA1|UBP14_MOUSE	 	 	 	 	58.4	493	56001	Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 GN=Usp14 PE=1 SV=3	67	67	1.000	23	23	21	23	23	21	23.000	23.000	21.000
5338	1	sp|Q9JMA2|TGT_MOUSE	 	 	 	 	13.2	403	44092	Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Mus musculus OX=10090 GN=Qtrt1 PE=1 SV=2	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000
5339	1	sp|Q9JMB0|GKAP1_MOUSE	 	 	 	 	16.4	366	41762	G kinase-anchoring protein 1 OS=Mus musculus OX=10090 GN=Gkap1 PE=1 SV=1	13	13	1.000	4	7	2	4	7	2	4.000	7.000	2.000
5340	1	sp|Q9JMB8|CNTN6_MOUSE	 	 	 	 	3.5	1028	113760	Contactin-6 OS=Mus musculus OX=10090 GN=Cntn6 PE=1 SV=2	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000
5341	1	sp|Q9JMD0|ZN207_MOUSE	 	 	 	 	13.3	495	52792	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Mus musculus OX=10090 GN=Znf207 PE=1 SV=1	12	12	1.000	6	4	2	6	4	2	6.000	4.000	2.000
5342	1	sp|Q9JME5|AP3B2_MOUSE	 	 	sp|Q9JME5|AP3B2_MOUSE, sp|Q9Z1T1|AP3B1_MOUSE	 	20.5	1082	119191	AP-3 complex subunit beta-2 OS=Mus musculus OX=10090 GN=Ap3b2 PE=1 SV=2	33	21	0.636	20	7	6	14	5	2	16.100	5.667	2.571
5343	1	sp|Q9JME7|TPC2L_MOUSE	 	 	 	 	35.3	139	16018	Trafficking protein particle complex subunit 2-like protein OS=Mus musculus OX=10090 GN=Trappc2l PE=1 SV=1	13	13	1.000	7	3	3	7	3	3	7.000	3.000	3.000
5344	1	sp|Q9JMG1|EDF1_MOUSE	 	 	 	 	58.1	148	16369	Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1	37	37	1.000	15	10	12	15	10	12	15.000	10.000	12.000
5345	1	sp|Q9JMG7|HDGR3_MOUSE	 	 	sp|P51859|HDGF_MOUSE, sp|Q3UMU9|HDGR2_MOUSE, sp|Q99JF8|PSIP1_MOUSE, sp|Q9JMG7|HDGR3_MOUSE	 	50.0	202	22430	Hepatoma-derived growth factor-related protein 3 OS=Mus musculus OX=10090 GN=Hdgfl3 PE=1 SV=2	44	15	0.341	11	20	13	5	8	2	5.595	9.586	2.319
5346	1	sp|Q9JMH6|TRXR1_MOUSE	 	 	sp|Q99MD6|TRXR3_MOUSE, sp|Q9JLT4|TRXR2_MOUSE, sp|Q9JMH6|TRXR1_MOUSE	 	45.8	613	67083	Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=3	81	79	0.975	29	26	26	28	25	26	28.800	25.676	26.000
5347	1	sp|Q9JMH9|MY18A_MOUSE	 	 	 	 	25.3	2050	232752	Unconventional myosin-XVIIIa OS=Mus musculus OX=10090 GN=Myo18a PE=1 SV=2	72	72	1.000	34	22	16	34	22	16	34.000	22.000	16.000
5348	1	sp|Q9JMJ2|FBXW4_MOUSE	 	 	 	 	5.6	410	46141	F-box/WD repeat-containing protein 4 OS=Mus musculus OX=10090 GN=Fbxw4 PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5349	1	sp|Q9JMK2|KC1E_MOUSE	 	 	sp|Q8BK63|KC1A_MOUSE, sp|Q9DC28|KC1D_MOUSE, sp|Q9JMK2|KC1E_MOUSE	 	16.1	416	47321	Casein kinase I isoform epsilon OS=Mus musculus OX=10090 GN=Csnk1e PE=1 SV=2	13	6	0.462	3	6	4	1	3	2	1.291	4.286	2.533
5350	1	sp|Q9QUG2|POLK_MOUSE	 	 	 	 	1.9	852	96002	DNA polymerase kappa OS=Mus musculus OX=10090 GN=Polk PE=1 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000
5351	1	sp|Q9QUI0|RHOA_MOUSE	 	 	sp|P62746|RHOB_MOUSE, sp|Q62159|RHOC_MOUSE, sp|Q8BU31|RAP2C_MOUSE, sp|Q9QUI0|RHOA_MOUSE	 	76.7	193	21782	Transforming protein RhoA OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1	61	30	0.492	24	22	15	9	12	9	22.141	20.671	14.175
5352	1	sp|Q9QUM9|PSA6_MOUSE	 	 	 	 	58.9	246	27372	Proteasome subunit alpha type-6 OS=Mus musculus OX=10090 GN=Psma6 PE=1 SV=1	89	89	1.000	38	26	25	38	26	25	38.000	26.000	25.000
5353	1	sp|Q9QUN9|DKK3_MOUSE	 	 	 	 	37.5	349	38387	Dickkopf-related protein 3 OS=Mus musculus OX=10090 GN=Dkk3 PE=2 SV=1	59	59	1.000	22	16	21	22	16	21	22.000	16.000	21.000
5354	1	sp|Q9QUR6|PPCE_MOUSE	 	 	 	 	60.3	710	80751	Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1	155	155	1.000	64	45	46	64	45	46	64.000	45.000	46.000
5355	1	sp|Q9QUR7|PIN1_MOUSE	 	 	 	 	44.8	165	18370	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1	36	36	1.000	12	10	14	12	10	14	12.000	10.000	14.000
5356	1	sp|Q9QUR8|SEM7A_MOUSE	 	 	 	 	4.2	664	74993	Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5357	1	sp|Q9QW08|PHOS_MOUSE	 	 	 	 	13.9	244	28016	Phosducin OS=Mus musculus OX=10090 GN=Pdc PE=2 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5358	1	sp|Q9QWH1|PHC2_MOUSE	 	 	 	 	6.1	850	89798	Polyhomeotic-like protein 2 OS=Mus musculus OX=10090 GN=Phc2 PE=1 SV=1	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000
5359	1	sp|Q9QWI6|SRCN1_MOUSE	 	 	 	 	1.4	1250	134857	SRC kinase signaling inhibitor 1 OS=Mus musculus OX=10090 GN=Srcin1 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000
5360	1	sp|Q9QWR8|NAGAB_MOUSE	 	 	 	 	5.8	415	47234	Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2	12	12	1.000	3	5	4	3	5	4	3.000	5.000	4.000
5361	1	sp|Q9QWT9|KIFC1_MOUSE	 	 	 	 	8.8	674	74152	Kinesin-like protein KIFC1 OS=Mus musculus OX=10090 GN=Kifc1 PE=1 SV=2	6	6	1.000	1	3	2	1	3	2	1.000	3.000	2.000
5362	1	sp|Q9QWV9|CCNT1_MOUSE	 	 	sp|Q7TQK0|CCNT2_MOUSE, sp|Q9QWV9|CCNT1_MOUSE	 	2.2	724	80597	Cyclin-T1 OS=Mus musculus OX=10090 GN=Ccnt1 PE=1 SV=3	3	1	0.333	0	2	1	0	1	0	0.000	1.500	0.500
5363	1	sp|Q9QWY8|ASAP1_MOUSE	 	 	sp|Q7SIG6|ASAP2_MOUSE, sp|Q9QWY8|ASAP1_MOUSE	 	21.2	1147	127420	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Asap1 PE=1 SV=2	35	31	0.886	16	12	7	13	11	7	14.696	11.733	7.000
5365	1	sp|Q9QX47|SON_MOUSE	 	 	 	 	18.7	2444	265649	Protein SON OS=Mus musculus OX=10090 GN=Son PE=1 SV=2	76	76	1.000	29	30	17	29	30	17	29.000	30.000	17.000
5366	1	sp|Q9QXA5|LSM4_MOUSE	 	 	 	 	38.7	137	15076	U6 snRNA-associated Sm-like protein LSm4 OS=Mus musculus OX=10090 GN=Lsm4 PE=1 SV=1	24	24	1.000	11	6	7	11	6	7	11.000	6.000	7.000
5367	1	sp|Q9QXA7|TRI44_MOUSE	 	 	 	 	6.6	346	38272	Tripartite motif-containing protein 44 OS=Mus musculus OX=10090 GN=Trim44 PE=1 SV=2	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
5368	1	sp|Q9QXB9|DRG2_MOUSE	 	 	sp|P32233|DRG1_MOUSE, sp|Q9QXB9|DRG2_MOUSE	 	40.9	364	40718	Developmentally-regulated GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Drg2 PE=1 SV=1	30	24	0.800	14	7	9	12	6	6	12.750	6.222	6.818
5369	1	sp|Q9QXD8|LIMD1_MOUSE	 	 	sp|Q91XC0|AJUBA_MOUSE, sp|Q9QXD8|LIMD1_MOUSE	 	40.3	668	71421	LIM domain-containing protein 1 OS=Mus musculus OX=10090 GN=Limd1 PE=1 SV=2	34	30	0.882	14	11	9	12	9	9	13.846	11.000	9.000
5370	1	sp|Q9QXE0|HACL1_MOUSE	 	 	 	 	9.3	581	63660	2-hydroxyacyl-CoA lyase 1 OS=Mus musculus OX=10090 GN=Hacl1 PE=1 SV=2	10	10	1.000	4	4	2	4	4	2	4.000	4.000	2.000
5371	1	sp|Q9QXE7|TBL1X_MOUSE	 	 	sp|Q8BHJ5|TBL1R_MOUSE, sp|Q8VE80|THOC3_MOUSE, sp|Q9QXE7|TBL1X_MOUSE	 	37.0	527	56802	F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus OX=10090 GN=Tbl1x PE=1 SV=2	26	8	0.308	13	8	5	6	1	1	11.045	3.333	5.000
5372	1	sp|Q9QXG2|RAE1_MOUSE	 	 	 	 	22.4	665	73976	Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus OX=10090 GN=Chm PE=1 SV=1	12	12	1.000	5	4	3	5	4	3	5.000	4.000	3.000
5373	1	sp|Q9QXG4|ACSA_MOUSE	 	 	 	 	7.8	701	78861	Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus OX=10090 GN=Acss2 PE=1 SV=2	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000
5374	1	sp|Q9QXJ1|APBB1_MOUSE	 	 	 	 	11.8	710	77383	Amyloid beta precursor protein binding family B member 1 OS=Mus musculus OX=10090 GN=Apbb1 PE=1 SV=3	10	10	1.000	6	2	2	6	2	2	6.000	2.000	2.000
5375	1	sp|Q9QXJ4|ARL10_MOUSE	 	 	 	 	27.6	243	27303	ADP-ribosylation factor-like protein 10 OS=Mus musculus OX=10090 GN=Arl10 PE=1 SV=2	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000
5376	1	sp|Q9QXK3|COPG2_MOUSE	 	 	sp|Q9QXK3|COPG2_MOUSE, sp|Q9QZE5|COPG1_MOUSE	 	46.4	871	97679	Coatomer subunit gamma-2 OS=Mus musculus OX=10090 GN=Copg2 PE=1 SV=1	92	75	0.815	38	28	26	33	21	21	35.115	24.128	23.500
5377	1	sp|Q9QXK7|CPSF3_MOUSE	 	 	 	 	21.5	684	77504	Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus OX=10090 GN=Cpsf3 PE=1 SV=2	20	20	1.000	13	4	3	13	4	3	13.000	4.000	3.000
5378	1	sp|Q9QXL1|KI21B_MOUSE	 	 	sp|Q7M6Z4|KIF27_MOUSE, sp|Q9QXL1|KI21B_MOUSE, sp|Q9QXL2|KI21A_MOUSE, sp|Q9Z315|SNUT1_MOUSE	 	2.8	1668	186178	Kinesin-like protein KIF21B OS=Mus musculus OX=10090 GN=Kif21b PE=1 SV=2	5	1	0.200	2	2	1	0	1	0	0.000	1.067	0.000
5379	1	sp|Q9QXL2|KI21A_MOUSE	 	 	sp|Q7M6Z4|KIF27_MOUSE, sp|Q9QXL1|KI21B_MOUSE, sp|Q9QXL2|KI21A_MOUSE	 	19.3	1672	186534	Kinesin-like protein KIF21A OS=Mus musculus OX=10090 GN=Kif21a PE=1 SV=2	44	41	0.932	21	15	8	19	14	8	21.000	14.933	8.000
5380	1	sp|Q9QXL8|NDK7_MOUSE	 	 	 	 	8.4	395	44433	Nucleoside diphosphate kinase 7 OS=Mus musculus OX=10090 GN=Nme7 PE=1 SV=1	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
5381	1	sp|Q9QXM1|JMY_MOUSE	 	 	 	 	15.1	983	110585	Junction-mediating and -regulatory protein OS=Mus musculus OX=10090 GN=Jmy PE=1 SV=1	22	22	1.000	7	11	4	7	11	4	7.000	11.000	4.000
5382	1	sp|Q9QXN3|TRIP4_MOUSE	 	 	 	 	17.4	581	66197	Activating signal cointegrator 1 OS=Mus musculus OX=10090 GN=Trip4 PE=1 SV=2	13	13	1.000	6	5	2	6	5	2	6.000	5.000	2.000
5383	1	sp|Q9QXS1|PLEC_MOUSE	 	 	sp|E9Q557|DESP_MOUSE, sp|P63325|RS10_MOUSE, sp|Q9QXS1|PLEC_MOUSE, sp|Q9QXZ0|MACF1_MOUSE	 	72.0	4691	534181	Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3	1599	1572	0.983	609	481	509	600	471	501	607.781	479.837	508.299
5384	1	sp|Q9QXS6|DREB_MOUSE	 	 	 	 	47.7	706	77286	Drebrin OS=Mus musculus OX=10090 GN=Dbn1 PE=1 SV=4	114	114	1.000	53	36	25	53	36	25	53.000	36.000	25.000
5385	1	sp|Q9QXT0|CNPY2_MOUSE	 	 	 	 	51.1	182	20767	Protein canopy homolog 2 OS=Mus musculus OX=10090 GN=Cnpy2 PE=1 SV=1	34	34	1.000	11	11	12	11	11	12	11.000	11.000	12.000
5386	1	sp|Q9QXW9|LAT2_MOUSE	 	 	 	 	9.0	531	57872	Large neutral amino acids transporter small subunit 2 OS=Mus musculus OX=10090 GN=Slc7a8 PE=1 SV=1	9	9	1.000	4	3	2	4	3	2	4.000	3.000	2.000
5387	1	sp|Q9QXX0|JAG1_MOUSE	 	 	 	 	20.6	1218	134163	Protein jagged-1 OS=Mus musculus OX=10090 GN=Jag1 PE=1 SV=1	36	36	1.000	14	11	11	14	11	11	14.000	11.000	11.000
5388	1	sp|Q9QXX4|S2513_MOUSE	 	 	sp|Q8BH59|S2512_MOUSE, sp|Q9QXX4|S2513_MOUSE	 	30.3	676	74466	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial OS=Mus musculus OX=10090 GN=Slc25a13 PE=1 SV=1	31	20	0.645	16	11	4	8	9	3	10.462	10.200	3.375
5390	1	sp|Q9QXY9|PEX3_MOUSE	 	 	 	 	9.4	372	42223	Peroxisomal biogenesis factor 3 OS=Mus musculus OX=10090 GN=Pex3 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
5391	1	sp|Q9QXZ0|MACF1_MOUSE	 	 	sp|B1AVY7|KI16B_MOUSE, sp|Q7M753|PANK2_MOUSE, sp|Q91ZU6|DYST_MOUSE, sp|Q9QXS1|PLEC_MOUSE, sp|Q9QXZ0|MACF1_MOUSE	 	38.2	7354	831868	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2	497	469	0.944	224	159	114	213	150	106	218.452	154.650	110.101
5392	1	sp|Q9QY06|MYO9B_MOUSE	 	 	 	 	6.3	2114	238831	Unconventional myosin-IXb OS=Mus musculus OX=10090 GN=Myo9b PE=1 SV=2	14	14	1.000	7	3	4	7	3	4	7.000	3.000	4.000
5393	1	sp|Q9QY14|FOXE3_MOUSE	 	 	 	 	14.9	288	30541	Forkhead box protein E3 OS=Mus musculus OX=10090 GN=Foxe3 PE=1 SV=1	5	5	1.000	4	1	0	4	1	0	4.000	1.000	0.000
5394	1	sp|Q9QY36|NAA10_MOUSE	 	 	sp|Q9QY36|NAA10_MOUSE, tr|Q9CQX6|Q9CQX6_MOUSE	 	82.1	235	26519	N-alpha-acetyltransferase 10 OS=Mus musculus OX=10090 GN=Naa10 PE=1 SV=1	44	21	0.477	19	11	14	10	5	6	15.294	9.286	12.857
5395	1	sp|Q9QY48|DNS2B_MOUSE	 	 	 	 	19.5	354	40793	Deoxyribonuclease-2-beta OS=Mus musculus OX=10090 GN=Dnase2b PE=2 SV=1	11	11	1.000	7	1	3	7	1	3	7.000	1.000	3.000
5396	1	sp|Q9QY73|TMM59_MOUSE	 	 	 	 	11.5	323	36313	Transmembrane protein 59 OS=Mus musculus OX=10090 GN=Tmem59 PE=1 SV=2	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000
5397	1	sp|Q9QY76|VAPB_MOUSE	 	 	sp|Q9QY76|VAPB_MOUSE, sp|Q9WV55|VAPA_MOUSE	 	53.5	243	26946	Vesicle-associated membrane protein-associated protein B OS=Mus musculus OX=10090 GN=Vapb PE=1 SV=3	38	33	0.868	15	12	11	13	10	10	13.897	10.714	10.357
5398	1	sp|Q9QY81|PO210_MOUSE	 	 	 	 	13.9	1886	204098	Nuclear pore membrane glycoprotein 210 OS=Mus musculus OX=10090 GN=Nup210 PE=1 SV=2	35	35	1.000	17	10	8	17	10	8	17.000	10.000	8.000
5399	1	sp|Q9QY93|DCTP1_MOUSE	 	 	 	 	34.1	170	18795	dCTP pyrophosphatase 1 OS=Mus musculus OX=10090 GN=Dctpp1 PE=1 SV=1	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000
5400	1	sp|Q9QYA2|TOM40_MOUSE	 	 	 	 	52.1	361	37895	Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus OX=10090 GN=Tomm40 PE=1 SV=3	17	17	1.000	9	5	3	9	5	3	9.000	5.000	3.000
5401	1	sp|Q9QYB1|CLIC4_MOUSE	 	 	sp|Q8BXK9|CLIC5_MOUSE, sp|Q9QYB1|CLIC4_MOUSE, sp|Q9Z1Q5|CLIC1_MOUSE	 	68.8	253	28729	Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3	39	37	0.949	17	14	8	15	14	8	15.469	14.000	8.000
5402	1	sp|Q9QYB2|DACH1_MOUSE	 	 	 	 	11.9	751	77971	Dachshund homolog 1 OS=Mus musculus OX=10090 GN=Dach1 PE=1 SV=1	13	13	1.000	4	6	3	4	6	3	4.000	6.000	3.000
5403	1	sp|Q9QYB5|ADDG_MOUSE	 	 	 	 	16.9	706	78776	Gamma-adducin OS=Mus musculus OX=10090 GN=Add3 PE=1 SV=2	18	18	1.000	8	7	3	8	7	3	8.000	7.000	3.000
5404	1	sp|Q9QYB8|ADDB_MOUSE	 	 	sp|Q9QYB8|ADDB_MOUSE, sp|Q9QYC0|ADDA_MOUSE	 	51.2	725	80641	Beta-adducin OS=Mus musculus OX=10090 GN=Add2 PE=1 SV=4	112	105	0.938	42	42	28	38	41	26	40.141	41.577	26.881
5405	1	sp|Q9QYC0|ADDA_MOUSE	 	 	sp|Q9QYB8|ADDB_MOUSE, sp|Q9QYC0|ADDA_MOUSE	 	54.0	735	80646	Alpha-adducin OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=2	103	96	0.932	37	31	35	33	30	33	34.859	30.423	34.119
5406	1	sp|Q9QYE6|GOGA5_MOUSE	 	 	 	 	18.1	729	82367	Golgin subfamily A member 5 OS=Mus musculus OX=10090 GN=Golga5 PE=1 SV=2	16	16	1.000	5	4	7	5	4	7	5.000	4.000	7.000
5407	1	sp|Q9QYF1|RDH11_MOUSE	 	 	 	 	28.8	316	35147	Retinol dehydrogenase 11 OS=Mus musculus OX=10090 GN=Rdh11 PE=1 SV=2	16	16	1.000	8	4	4	8	4	4	8.000	4.000	4.000
5408	1	sp|Q9QYF9|NDRG3_MOUSE	 	 	 	 	19.5	375	41555	Protein NDRG3 OS=Mus musculus OX=10090 GN=Ndrg3 PE=1 SV=1	10	10	1.000	6	2	2	6	2	2	6.000	2.000	2.000
5409	1	sp|Q9QYH6|MAGD1_MOUSE	 	 	sp|Q8BWU8|AT2L1_MOUSE, sp|Q9QYH6|MAGD1_MOUSE, tr|Q6DIC6|Q6DIC6_MOUSE, tr|Q9ER67|Q9ER67_MOUSE	 	33.4	775	85669	Melanoma-associated antigen D1 OS=Mus musculus OX=10090 GN=Maged1 PE=1 SV=1	84	77	0.917	22	27	35	19	26	32	21.217	26.963	34.970
5410	1	sp|Q9QYI3|DNJC7_MOUSE	 	 	 	 	64.4	494	56475	DnaJ homolog subfamily C member 7 OS=Mus musculus OX=10090 GN=Dnajc7 PE=1 SV=2	109	109	1.000	46	36	27	46	36	27	46.000	36.000	27.000
5411	1	sp|Q9QYI4|DJB12_MOUSE	 	 	 	 	29.0	376	41987	DnaJ homolog subfamily B member 12 OS=Mus musculus OX=10090 GN=Dnajb12 PE=1 SV=2	21	21	1.000	10	5	6	10	5	6	10.000	5.000	6.000
5412	1	sp|Q9QYI5|DNJB2_MOUSE	 	 	 	 	36.4	324	35593	DnaJ homolog subfamily B member 2 OS=Mus musculus OX=10090 GN=Dnajb2 PE=1 SV=3	34	34	1.000	13	9	12	13	9	12	13.000	9.000	12.000
5413	1	sp|Q9QYJ0|DNJA2_MOUSE	 	 	 	 	70.1	412	45745	DnaJ homolog subfamily A member 2 OS=Mus musculus OX=10090 GN=Dnaja2 PE=1 SV=1	100	100	1.000	34	43	23	34	43	23	34.000	43.000	23.000
5414	1	sp|Q9QYJ3|DNJB1_MOUSE	 	 	sp|Q9D832|DNJB4_MOUSE, sp|Q9QYJ3|DNJB1_MOUSE	 	68.8	340	38167	DnaJ homolog subfamily B member 1 OS=Mus musculus OX=10090 GN=Dnajb1 PE=1 SV=3	81	77	0.951	36	20	25	33	19	25	35.676	19.950	25.000
5415	1	sp|Q9QYP6|AZI2_MOUSE	 	 	 	 	6.2	405	46090	5-azacytidine-induced protein 2 OS=Mus musculus OX=10090 GN=Azi2 PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5416	1	sp|Q9QYR6|MAP1A_MOUSE	 	 	sp|P14873|MAP1B_MOUSE, sp|Q9QYR6|MAP1A_MOUSE	 	10.3	2776	300136	Microtubule-associated protein 1A OS=Mus musculus OX=10090 GN=Map1a PE=1 SV=2	40	37	0.925	14	14	12	13	13	11	13.123	13.140	11.139
5417	1	sp|Q9QYR9|ACOT2_MOUSE	 	 	sp|O55137|ACOT1_MOUSE, sp|Q32Q92|ACOT6_MOUSE, sp|Q9QYR9|ACOT2_MOUSE	 	41.1	453	49656	Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus OX=10090 GN=Acot2 PE=1 SV=2	28	11	0.393	12	12	4	3	6	2	10.800	12.000	3.000
5418	1	sp|Q9QYS9|QKI_MOUSE	 	 	 	 	37.0	341	37670	KH domain-containing RNA-binding protein QKI OS=Mus musculus OX=10090 GN=Qki PE=1 SV=1	35	35	1.000	13	14	8	13	14	8	13.000	14.000	8.000
5419	1	sp|Q9QYY0|GAB1_MOUSE	 	 	 	 	15.5	695	76812	GRB2-associated-binding protein 1 OS=Mus musculus OX=10090 GN=Gab1 PE=1 SV=2	14	14	1.000	7	5	2	7	5	2	7.000	5.000	2.000
5420	1	sp|Q9QYY8|SPAST_MOUSE	 	 	 	 	12.2	614	66455	Spastin OS=Mus musculus OX=10090 GN=Spast PE=1 SV=3	9	9	1.000	4	4	1	4	4	1	4.000	4.000	1.000
5421	1	sp|Q9QZ05|E2AK4_MOUSE	 	 	 	 	2.2	1648	186485	eIF-2-alpha kinase GCN2 OS=Mus musculus OX=10090 GN=Eif2ak4 PE=1 SV=2	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000
5422	1	sp|Q9QZ06|TOLIP_MOUSE	 	 	 	 	42.3	274	30345	Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1	26	26	1.000	11	7	8	11	7	8	11.000	7.000	8.000
5423	1	sp|Q9QZ08|NAGK_MOUSE	 	 	 	 	13.4	343	37268	N-acetyl-D-glucosamine kinase OS=Mus musculus OX=10090 GN=Nagk PE=1 SV=3	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000
5424	1	sp|Q9QZ23|NFU1_MOUSE	 	 	 	 	18.4	255	28567	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Mus musculus OX=10090 GN=Nfu1 PE=1 SV=2	7	7	1.000	3	2	2	3	2	2	3.000	2.000	2.000
5425	1	sp|Q9QZ28|SIX6_MOUSE	 	 	sp|Q62233|SIX3_MOUSE, sp|Q9QZ28|SIX6_MOUSE	 	19.1	246	27741	Homeobox protein SIX6 OS=Mus musculus OX=10090 GN=Six6 PE=1 SV=2	7	2	0.286	4	2	1	1	1	0	2.000	1.500	0.500
5426	1	sp|Q9QZ57|HSPB3_MOUSE	 	 	sp|P23927|CRYAB_MOUSE, sp|Q9QZ57|HSPB3_MOUSE	 	43.5	154	17229	Heat shock protein beta-3 OS=Mus musculus OX=10090 GN=Hspb3 PE=2 SV=1	6	5	0.833	1	2	3	1	2	2	1.000	2.000	2.005
5428	1	sp|Q9QZ88|VPS29_MOUSE	 	 	 	 	44.0	182	20495	Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29 PE=1 SV=1	37	37	1.000	14	14	9	14	14	9	14.000	14.000	9.000
5429	1	sp|Q9QZB7|ARP10_MOUSE	 	 	 	 	39.3	417	46207	Actin-related protein 10 OS=Mus musculus OX=10090 GN=Actr10 PE=1 SV=2	31	31	1.000	18	5	8	18	5	8	18.000	5.000	8.000
5430	1	sp|Q9QZB9|DCTN5_MOUSE	 	 	 	 	27.5	182	20140	Dynactin subunit 5 OS=Mus musculus OX=10090 GN=Dctn5 PE=1 SV=1	13	13	1.000	6	3	4	6	3	4	6.000	3.000	4.000
5431	1	sp|Q9QZD9|EIF3I_MOUSE	 	 	 	 	84.3	325	36460	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	127	127	1.000	59	33	35	59	33	35	59.000	33.000	35.000
5432	1	sp|Q9QZE5|COPG1_MOUSE	 	 	sp|Q9QXK3|COPG2_MOUSE, sp|Q9QZE5|COPG1_MOUSE	 	60.2	874	97512	Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1	109	92	0.844	50	33	26	45	26	21	47.885	29.872	23.500
